SIC_CODE_ID,SIC_CODE,SIC_DESC
509399,509399,"SCRAP AND WASTE MATERIALS, NEC"
509400,509400,JEWELRY AND PRECIOUS STONES
509401,509401,PRECIOUS STONES AND METALS
509402,509402,"COINS, MEDALS, AND TROPHIES"
509403,509403,"CLOCKS, WATCHES, AND PARTS"
509499,509499,"JEWELRY AND PRECIOUS STONES, NEC"
509900,509900,"DURABLE GOODS, NEC"
509901,509901,"FIREARMS AND AMMUNITION, EXCEPT SPORTING"
509902,509902,WOOD AND WOOD BY-PRODUCTS
509903,509903,SAFETY EQUIPMENT AND SUPPLIES
509904,509904,"CHILDREN'S CARRIAGES, STROLLERS, AND RESTRAINT SEATS"
509905,509905,VIDEO AND AUDIO EQUIPMENT
509906,509906,MUSICAL INSTRUMENTS
509907,509907,"ANTIQUES, SOUVENIRS, AND NOVELTIES"
509908,509908,COIN-OPERATED MACHINES AND MECHANISMS
509999,509999,"DURABLE GOODS, NEC, NEC"
511100,511100,PRINTING AND WRITING PAPER
511199,511199,"PRINTING AND WRITING PAPER, NEC"
511200,511200,STATIONERY AND OFFICE SUPPLIES
511201,511201,WRITING INSTRUMENTS AND SUPPLIES
511202,511202,SOCIAL STATIONERY AND GREETING CARDS
511203,511203,"ALBUMS, SCRAPBOOKS AND BINDERS"
511204,511204,COMPUTER AND PHOTOCOPYING SUPPLIES
511205,511205,OFFICE FILING SUPPLIES
511299,511299,"STATIONERY AND OFFICE SUPPLIES, NEC"
511300,511300,INDUSTRIAL AND PERSONAL SERVICE PAPER
511301,511301,SHIPPING SUPPLIES
511302,511302,"DISPOSABLE PLATES, CUPS, NAPKINS, AND EATING UTENSILS"
511303,511303,BOXES AND CONTAINERS
511399,511399,"INDUSTRIAL AND PERSONAL SERVICE PAPER, NEC"
512200,512200,"DRUGS, PROPRIETARIES, AND SUNDRIES"
512201,512201,"COSMETICS, PERFUMES, AND HAIR PRODUCTS"
512202,512202,TOILETRIES
512203,512203,DRUGS AND DRUG PROPRIETARIES
512299,512299,"DRUGS, PROPRIETARIES, AND SUNDRIES, NEC"
513100,513100,PIECE GOODS AND NOTIONS
513101,513101,PIECE GOODS AND OTHER FABRICS
513102,513102,SEWING SUPPLIES AND NOTIONS
513199,513199,"PIECE GOODS AND NOTIONS, NEC"
513600,513600,MEN'S AND BOY'S CLOTHING
513601,513601,"MEN'S AND BOYS' HATS, SCARVES, AND GLOVES"
513602,513602,"MEN'S AND BOYS' ROBES, NIGHTWEAR, AND UNDERGARMENTS"
513603,513603,MEN'S AND BOYS' OUTERWEAR
513604,513604,MEN'S AND BOYS' FURNISHINGS
513605,513605,MEN'S AND BOYS' SUITS AND TROUSERS
513606,513606,MEN'S AND BOYS' SPORTSWEAR AND WORK CLOTHING
513699,513699,"MEN'S AND BOY'S CLOTHING, NEC"
513700,513700,WOMEN'S AND CHILDREN'S CLOTHING
513701,513701,WOMEN'S AND CHILDREN'S OUTERWEAR
513702,513702,WOMEN'S AND CHILDREN'S LINGERIE AND UNDERGARMENTS
513703,513703,WOMEN'S AND CHILDREN'S SPORTSWEAR AND SWIMSUITS
513704,513704,WOMEN'S AND CHILDREN'S ACCESSORIES
513705,513705,CHILDREN'S GOODS
513706,513706,"WOMEN'S AND CHILDREN'S DRESSES, SUITS, SKIRTS, AND BLOUSES"
513799,513799,"WOMEN'S AND CHILDREN'S CLOTHING, NEC"
513900,513900,FOOTWEAR
513999,513999,"FOOTWEAR, NEC"
514100,514100,"GROCERIES, GENERAL LINE"
514199,514199,"GROCERIES, GENERAL LINE, NEC"
514200,514200,PACKAGED FROZEN GOODS
514201,514201,FROZEN VEGETABLES AND FRUIT PRODUCTS
514202,514202,"FROZEN FISH, MEAT, AND POULTRY"
514299,514299,"PACKAGED FROZEN GOODS, NEC"
514300,514300,"DAIRY PRODUCTS, EXCEPT DRIED OR CANNED"
514301,514301,MILK
514399,514399,"DAIRY PRODUCTS, EXCEPT DRIED OR CANNED, NEC"
514400,514400,POULTRY AND POULTRY PRODUCTS
514499,514499,"POULTRY AND POULTRY PRODUCTS, NEC"
514500,514500,CONFECTIONERY
514501,514501,FOUNTAIN SUPPLIES
514502,514502,SNACK FOODS
514599,514599,"CONFECTIONERY, NEC"
514600,514600,FISH AND SEAFOODS
514699,514699,"FISH AND SEAFOODS, NEC"
514700,514700,MEATS AND MEAT PRODUCTS
514799,514799,"MEATS AND MEAT PRODUCTS, NEC"
514800,514800,FRESH FRUITS AND VEGETABLES
514801,514801,FRUITS
514802,514802,VEGETABLES
514900,514900,"GROCERIES AND RELATED PRODUCTS, NEC"
514901,514901,COOKING OILS AND SHORTENINGS
514902,514902,PET FOODS
514903,514903,"SEASONINGS, SAUCES, AND EXTRACTS"
514904,514904,PASTA AND RICE
514905,514905,"BEVERAGES, EXCEPT COFFEE AND TEA"
514906,514906,ORGANIC AND DIET FOOD
514907,514907,"CRACKERS, COOKIES, AND BAKERY PRODUCTS"
514908,514908,DRIED OR CANNED FOODS
514909,514909,COFFEE AND TEA
514910,514910,"SUGAR, HONEY, MOLASSES, AND SYRUPS"
514911,514911,BAKING SUPPLIES
514999,514999,"GROCERIES AND RELATED PRODUCTS, NEC, NEC"
515300,515300,GRAIN AND FIELD BEANS
515301,515301,GRAINS
515302,515302,FIELD BEANS
515399,515399,"GRAIN AND FIELD BEANS, NEC"
515400,515400,LIVESTOCK
515499,515499,"LIVESTOCK, NEC"
515900,515900,"FARM-PRODUCT RAW MATERIALS, NEC"
515901,515901,COTTON MERCHANTS AND PRODUCTS
515902,515902,FARM ANIMALS
515903,515903,"FEATHERS, HIDES, AND PELTS"
515904,515904,WOOL AND SILK
515905,515905,NUTS AND NUT BY-PRODUCTS
515906,515906,TOBACCO DISTRIBUTORS AND PRODUCTS
515999,515999,"FARM-PRODUCT RAW MATERIALS, NEC, NEC"
516200,516200,PLASTICS MATERIALS AND BASIC SHAPES
516201,516201,RESINS
516299,516299,"PLASTICS MATERIALS AND BASIC SHAPES, NEC"
516900,516900,"CHEMICALS AND ALLIED PRODUCTS, NEC"
516901,516901,ALKALINES AND CHLORINE
516902,516902,INDUSTRIAL GASES
516903,516903,"DETERGENTS AND SOAPS, EXCEPT SPECIALTY CLEANING"
516904,516904,SPECIALTY CLEANING AND SANITATION PREPARATIONS
516905,516905,ADHESIVES AND SEALANTS
516906,516906,AROMATIC CHEMICALS
516907,516907,CHEMICAL ADDITIVES
516908,516908,"SYNTHETIC RESINS, RUBBER, AND PLASTIC MATERIALS"
516909,516909,FOOD ADDITIVES AND PRESERVATIVES
516910,516910,NONCORROSIVE PRODUCTS AND MATERIALS
516911,516911,INDUSTRIAL SALTS AND POLISHES
516912,516912,ALCOHOLS AND ANTI-FREEZE COMPOUNDS
516999,516999,"CHEMICALS AND ALLIED PRODUCTS, NEC, NEC"
517100,517100,PETROLEUM BULK STATIONS AND TERMINALS
517199,517199,"PETROLEUM BULK STATIONS AND TERMINALS, NEC"
517200,517200,"PETROLEUM PRODUCT WHOLESALERS,EXCEPT BULK STATIONS/TERMINALS"
517201,517201,GASES
517202,517202,ENGINE FUELS AND OILS
517299,517299,"PETROLEUM PRODUCTS, NEC, NEC"
518100,518100,BEER AND ALE
518199,518199,"BEER AND ALE, NEC"
518200,518200,WINE AND DISTILLED BEVERAGES
518201,518201,WINE
518202,518202,LIQUOR
518299,518299,"WINE AND DISTILLED BEVERAGES, NEC"
519100,519100,FARM SUPPLIES
519101,519101,FERTILIZERS AND AGRICULTURAL CHEMICALS
519102,519102,ANIMAL FEEDS
519103,519103,SEEDS AND BULBS
519104,519104,EQUESTRIAN EQUIPMENT
519199,519199,"FARM SUPPLIES, NEC"
519200,519200,"BOOKS, PERIODICALS, AND NEWSPAPERS"
519299,519299,"BOOKS, PERIODICALS, AND NEWSPAPERS, NEC"
519300,519300,FLOWERS AND FLORISTS SUPPLIES
519301,519301,FLORISTS' SUPPLIES
519302,519302,FLOWERS AND NURSERY STOCK
519400,519400,TOBACCO AND TOBACCO PRODUCTS
519401,519401,SMOKING TOBACCO
519402,519402,SMOKELESS TOBACCO
519800,519800,"PAINTS, VARNISHES, AND SUPPLIES"
519801,519801,PAINTS
519802,519802,VARNISHES
519899,519899,"PAINTS, VARNISHES, AND SUPPLIES, NEC"
519900,519900,"NONDURABLE GOODS, NEC"
519901,519901,ART GOODS AND SUPPLIES
519902,519902,GIFTS AND NOVELTIES
519903,519903,PETS AND PET SUPPLIES
519904,519904,"FABRICS, YARNS, AND KNIT GOODS"
519905,519905,"LEATHER, LEATHER GOODS, AND FURS"
519906,519906,"BAGS, BASKETS, AND CASES"
519907,519907,SMOKERS' SUPPLIES
519908,519908,OIL AND GREASES (ANIMAL OR VEGETABLE)
519909,519909,FOAMS AND RUBBER
519910,519910,POSTERS AND DECALS
519999,519999,"NONDURABLE GOODS, NEC, NEC"
521100,521100,LUMBER AND OTHER BUILDING MATERIALS
521101,521101,LUMBER PRODUCTS
521102,521102,DOOR AND WINDOW PRODUCTS
521103,521103,INSULATION AND ENERGY CONSERVATION PRODUCTS
521104,521104,PREFABRICATED BUILDINGS
521105,521105,MASONRY MATERIALS AND SUPPLIES
521199,521199,"LUMBER AND OTHER BUILDING MATERIALS, NEC"
523100,523100,"PAINT, GLASS, AND WALLPAPER STORES"
523101,523101,GLASS
523102,523102,PAINT AND PAINTING SUPPLIES
523103,523103,WALLCOVERINGS
525100,525100,HARDWARE STORES
525101,525101,TOOLS
525199,525199,"HARDWARE STORES, NEC"
526100,526100,RETAIL NURSERIES AND GARDEN STORES
526101,526101,LAWN AND GARDEN EQUIPMENT
526102,526102,LAWN AND GARDEN SUPPLIES
526103,526103,RETAIL NURSERIES
527100,527100,MOBILE HOME DEALERS
527199,527199,"MOBILE HOME DEALERS, NEC"
531100,531100,DEPARTMENT STORES
531199,531199,"DEPARTMENT STORES, NEC"
533100,533100,VARIETY STORES
539900,539900,MISCELLANEOUS GENERAL MERCHANDISE STORES
539999,539999,"MISCELLANEOUS GENERAL MERCHANDISE STORES, NEC"
541100,541100,GROCERY STORES
541101,541101,SUPERMARKETS
541102,541102,CONVENIENCE STORES
541199,541199,"GROCERY STORES, NEC"
542100,542100,MEAT AND FISH MARKETS
542101,542101,FISH AND SEAFOOD MARKETS
542102,542102,"MEAT MARKETS, INCLUDING FREEZER PROVISIONERS"
543100,543100,FRUIT AND VEGETABLE MARKETS
543199,543199,"FRUIT AND VEGETABLE MARKETS, NEC"
544100,544100,"CANDY, NUT, AND CONFECTIONERY STORES"
544199,544199,"CANDY, NUT, AND CONFECTIONERY STORES, NEC"
545100,545100,DAIRY PRODUCTS STORES
545199,545199,"DAIRY PRODUCTS STORES, NEC"
546100,546100,RETAIL BAKERIES
546199,546199,"RETAIL BAKERIES, NEC"
549900,549900,MISCELLANEOUS FOOD STORES
549901,549901,HEALTH AND DIETETIC FOOD STORES
549902,549902,BEVERAGE STORES
549999,549999,"MISCELLANEOUS FOOD STORES, NEC"
551100,551100,NEW AND USED CAR DEALERS
551199,551199,"NEW AND USED CAR DEALERS, NEC"
552100,552100,USED CAR DEALERS
552199,552199,"USED CAR DEALERS, NEC"
553100,553100,AUTO AND HOME SUPPLY STORES
553101,553101,AUTO AND TRUCK EQUIPMENT AND PARTS
553199,553199,"AUTO AND HOME SUPPLY STORES, NEC"
554100,554100,GASOLINE SERVICE STATIONS
554199,554199,"GASOLINE SERVICE STATIONS, NEC"
555100,555100,BOAT DEALERS
555101,555101,MOTOR BOAT DEALERS
555102,555102,CANOE AND KAYAK DEALERS
555103,555103,SAILBOATS AND EQUIPMENT
555104,555104,MARINE SUPPLIES AND EQUIPMENT
556100,556100,RECREATIONAL VEHICLE DEALERS
556101,556101,CAMPER AND TRAVEL TRAILER DEALERS
556199,556199,"RECREATIONAL VEHICLE DEALERS, NEC"
557100,557100,MOTORCYCLE DEALERS
557199,557199,"MOTORCYCLE DEALERS, NEC"
559900,559900,"AUTOMOTIVE DEALERS, NEC"
559901,559901,AIRCRAFT DEALERS
559999,559999,"AUTOMOTIVE DEALERS, NEC, NEC"
561100,561100,MEN'S AND BOYS' CLOTHING STORES
561199,561199,"MEN'S AND BOYS' CLOTHING STORES, NEC"
562100,562100,WOMEN'S CLOTHING STORES
562101,562101,WOMEN'S SPECIALTY CLOTHING STORES
562199,562199,"WOMEN'S CLOTHING STORES, NEC"
563200,563200,WOMEN'S ACCESSORY AND SPECIALTY STORES
563201,563201,FUR APPAREL
563202,563202,"WOMEN'S DANCEWEAR, HOSIERY, AND LINGERIE"
563299,563299,"WOMEN'S ACCESSORY AND SPECIALTY STORES, NEC"
564100,564100,CHILDREN'S AND INFANTS' WEAR STORES
564199,564199,"CHILDREN'S AND INFANTS' WEAR STORES, NEC"
565100,565100,FAMILY CLOTHING STORES
565199,565199,"FAMILY CLOTHING STORES, NEC"
566100,566100,SHOE STORES
566101,566101,CUSTOM AND ORTHOPEDIC SHOES
566199,566199,"SHOE STORES, NEC"
569900,569900,MISCELLANEOUS APPAREL AND ACCESSORY STORES
569901,569901,UNIFORMS AND WORK CLOTHING
569902,569902,COSTUMES AND WIGS
569903,569903,SPORTS APPAREL
569904,569904,CUSTOMIZED CLOTHING AND APPAREL
569999,569999,"MISCELLANEOUS APPAREL AND ACCESSORY STORES, NEC"
571200,571200,FURNITURE STORES
571201,571201,BEDS AND ACCESSORIES
571202,571202,CUSTOMIZED FURNITURE AND CABINETS
571299,571299,"FURNITURE STORES, NEC"
571300,571300,FLOOR COVERING STORES
571399,571399,"FLOOR COVERING STORES, NEC"
571400,571400,DRAPERY AND UPHOLSTERY STORES
571499,571499,"DRAPERY AND UPHOLSTERY STORES, NEC"
571900,571900,MISCELLANEOUS HOMEFURNISHINGS
571901,571901,KITCHENWARE
571902,571902,"LIGHTING, LAMPS, AND ACCESSORIES"
571903,571903,FIREPLACES AND WOOD BURNING STOVES
571904,571904,WINDOW FURNISHINGS
571905,571905,BEDDINGS AND LINENS
571906,571906,PICTURES AND MIRRORS
571999,571999,"MISCELLANEOUS HOMEFURNISHINGS STORES, NEC"
572200,572200,HOUSEHOLD APPLIANCE STORES
572201,572201,GAS HOUSEHOLD APPLIANCES
572202,572202,ELECTRIC HOUSEHOLD APPLIANCES
572299,572299,"HOUSEHOLD APPLIANCE STORES, NEC"
573100,573100,"RADIO, TELEVISION, AND ELECTRONIC STORES"
573101,573101,ANTENNAS
573102,573102,"VIDEO CAMERAS, RECORDERS, AND ACCESSORIES"
573199,573199,"RADIO, TELEVISION, AND ELECTRONIC STORES, NEC"
573400,573400,COMPUTER AND SOFTWARE STORES
573401,573401,COMPUTER PERIPHERAL EQUIPMENT
573402,573402,COMPUTER SOFTWARE AND ACCESSORIES
573499,573499,"COMPUTER AND SOFTWARE STORES, NEC"
573500,573500,RECORD AND PRERECORDED TAPE STORES
573501,573501,"VIDEO DISCS AND TAPES, PRERECORDED"
573502,573502,"RECORDS, AUDIO DISCS, AND TAPES"
573600,573600,MUSICAL INSTRUMENT STORES
573601,573601,KEYBOARD INSTRUMENTS
573699,573699,"MUSICAL INSTRUMENT STORES, NEC"
581200,581200,EATING PLACES
581201,581201,ETHNIC FOOD RESTAURANTS
581202,581202,"ICE CREAM, SOFT DRINK AND SODA FOUNTAIN STANDS"
581203,581203,FAST FOOD RESTAURANTS AND STANDS
581204,581204,LUNCHROOMS AND CAFETERIAS
581205,581205,FAMILY RESTAURANTS
581206,581206,PIZZA RESTAURANTS
581207,581207,SEAFOOD RESTAURANTS
581208,581208,STEAK AND BARBECUE RESTAURANTS
581299,581299,"EATING PLACES, NEC"
581300,581300,DRINKING PLACES
581301,581301,BARS AND LOUNGES
581302,581302,NIGHT CLUBS
591200,591200,DRUG STORES AND PROPRIETARY STORES
591299,591299,"DRUG STORES AND PROPRIETARY STORES, NEC"
592100,592100,LIQUOR STORES
592101,592101,WINE AND BEER
592199,592199,"LIQUOR STORES, NEC"
593200,593200,USED MERCHANDISE STORES
593201,593201,"HOME FURNISHINGS AND APPLIANCES, SECONDHAND"
593202,593202,ANTIQUES
593203,593203,"BOOK STORES, SECONDHAND"
593204,593204,"CLOTHING AND SHOES, SECONDHAND"
593205,593205,"OFFICE FURNITURE AND STORE FIXTURES, SECONDHAND"
593299,593299,"USED MERCHANDISE STORES, NEC"
594100,594100,SPORTING GOODS AND BICYCLE SHOPS
594101,594101,FISHING EQUIPMENT
594102,594102,HUNTING EQUIPMENT
594103,594103,"GOLF, TENNIS, AND SKI SHOPS"
594104,594104,EXERCISE EQUIPMENT
594105,594105,WATER SPORT EQUIPMENT
594106,594106,CAMPING AND BACKPACKING EQUIPMENT
594107,594107,TEAM SPORTS EQUIPMENT
594199,594199,"SPORTING GOODS AND BICYCLE SHOPS, NEC"
594200,594200,BOOK STORES
594299,594299,"BOOK STORES, NEC"
594300,594300,STATIONERY STORES
594399,594399,"STATIONERY STORES, NEC"
594400,594400,JEWELRY STORES
594401,594401,CLOCK AND WATCH STORES
594499,594499,"JEWELRY STORES, NEC"
594500,594500,"HOBBY, TOY, AND GAME SHOPS"
594501,594501,HOBBY AND CRAFT SUPPLIES
594502,594502,TOYS AND GAMES
594599,594599,"HOBBY, TOY, AND GAME SHOPS, NEC"
594600,594600,CAMERA AND PHOTOGRAPHIC SUPPLY STORES
594699,594699,"CAMERA AND PHOTOGRAPHIC SUPPLY STORES, NEC"
594700,594700,"GIFT, NOVELTY, AND SOUVENIR SHOP"
594701,594701,GIFTS AND NOVELTIES
594799,594799,"GIFT, NOVELTY, AND SOUVENIR SHOP, NEC"
594800,594800,LUGGAGE AND LEATHER GOODS STORES
594899,594899,"LUGGAGE AND LEATHER GOODS STORES, NEC"
594900,594900,"SEWING, NEEDLEWORK, AND PIECE GOODS"
594901,594901,FABRIC STORES PIECE GOODS
594902,594902,SEWING AND NEEDLEWORK
596100,596100,CATALOG AND MAIL-ORDER HOUSES
596101,596101,"FOOD, MAIL ORDER"
596102,596102,"COMPUTER EQUIPMENT AND ELECTRONICS, MAIL ORDER"
596103,596103,BOOK AND RECORD CLUBS
596104,596104,"STAMPS, COINS, AND OTHER COLLECTIBLES, MAIL ORDER"
596199,596199,"CATALOG AND MAIL-ORDER HOUSES, NEC"
596200,596200,MERCHANDISING MACHINE OPERATORS
596201,596201,FOOD VENDING MACHINES
596202,596202,BEVERAGE VENDING MACHINES
596299,596299,"MERCHANDISING MACHINE OPERATORS, NEC"
596300,596300,DIRECT SELLING ESTABLISHMENTS
596301,596301,"BEVERAGE SERVICES, DIRECT SALES"
596302,596302,"FOOD SERVICES, DIRECT SALES"
596303,596303,"ENCYCLOPEDIAS AND PUBLICATIONS, DIRECT SALES"
596304,596304,"HOME RELATED PRODUCTS, DIRECT SALES"
596399,596399,"DIRECT SELLING ESTABLISHMENTS, NEC"
598300,598300,FUEL OIL DEALERS
598400,598400,LIQUEFIED PETROLEUM GAS DEALERS
598499,598499,"LIQUEFIED PETROLEUM GAS DEALERS, NEC"
598900,598900,"FUEL DEALERS, NEC"
598999,598999,"FUEL DEALERS, NEC, NEC"
599200,599200,FLORISTS
599299,599299,"FLORISTS, NEC"
599300,599300,TOBACCO STORES AND STANDS
599399,599399,"TOBACCO STORES AND STANDS, NEC"
599400,599400,NEWS DEALERS AND NEWSSTANDS
599499,599499,"NEWS DEALERS AND NEWSSTANDS, NEC"
599500,599500,OPTICAL GOODS STORES
599599,599599,"OPTICAL GOODS STORES, NEC"
599900,599900,"MISCELLANEOUS RETAIL STORES, NEC"
599901,599901,ALARM AND SAFETY EQUIPMENT STORES
599902,599902,ART AND ARCHITECTURAL SUPPLIES
599903,599903,"BANNERS, FLAGS, DECALS, AND POSTERS"
599904,599904,BINOCULARS AND TELESCOPES
599905,599905,COINS AND STAMPS
599906,599906,TELEPHONE AND COMMUNICATION EQUIPMENT
599907,599907,ENGINE AND MOTOR EQUIPMENT AND SUPPLIES
599908,599908,FARM EQUIPMENT AND SUPPLIES
599909,599909,MEDICAL APPARATUS AND SUPPLIES
599910,599910,MONUMENTS AND TOMBSTONES
599911,599911,PETS AND PET SUPPLIES
599912,599912,"SWIMMING POOLS, HOT TUBS, AND SAUNA EQUIPMENT AND SUPPLIES"
599913,599913,"TOILETRIES, COSMETICS, AND PERFUMES"
599914,599914,TYPEWRITERS AND BUSINESS MACHINES
599915,599915,GEMS AND PRECIOUS STONES
599916,599916,"ART, PICTURE FRAMES, AND DECORATIONS"
599917,599917,EDUCATIONAL AIDS AND ELECTRONIC TRAINING MATERIALS
599918,599918,INFANT FURNISHINGS AND EQUIPMENT
599999,599999,"MISCELLANEOUS RETAIL STORES, NEC, NEC"
601100,601100,FEDERAL RESERVE BANKS
601199,601199,"FEDERAL RESERVE BANKS, NEC"
601900,601900,"CENTRAL RESERVE DEPOSITORY, NEC"
601999,601999,"CENTRAL RESERVE DEPOSITORY, NEC, NEC"
602100,602100,NATIONAL COMMERCIAL BANKS
602199,602199,"NATIONAL COMMERCIAL BANKS, NEC"
602200,602200,STATE COMMERCIAL BANKS
602299,602299,"STATE COMMERCIAL BANKS, NEC"
602900,602900,"COMMERCIAL BANKS, NEC"
603500,603500,FEDERAL SAVINGS INSTITUTIONS
603599,603599,"FEDERAL SAVINGS INSTITUTIONS, NEC"
603600,603600,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL"
603699,603699,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL, NEC"
606100,606100,FEDERAL CREDIT UNIONS
606200,606200,STATE CREDIT UNIONS
606299,606299,"STATE CREDIT UNIONS, NEC"
608100,608100,FOREIGN BANK AND BRANCHES AND AGENCIES
608199,608199,"FOREIGN BANK AND BRANCHES AND AGENCIES, NEC"
608200,608200,FOREIGN TRADE AND INTERNATIONAL BANKS
608299,608299,"FOREIGN TRADE AND INTERNATIONAL BANKS, NEC"
609100,609100,NONDEPOSIT TRUST FACILITIES
609900,609900,FUNCTIONS RELATED TO DEPOSIT BANKING
609901,609901,CHECK CLEARING SERVICES
609999,609999,"FUNCTIONS RELATED TO DEPOSIT BANKING, NEC"
611100,611100,FEDERAL AND FEDERALLY SPONSORED CREDIT AGENCIES
611101,611101,FEDERAL MORTGAGE CREDIT AGENCIES
611102,611102,MUTUAL ASSOCIATION CREDIT AGENCIES
611199,611199,"FEDERAL AND FEDERALLY SPONSORED CREDIT, NEC"
614100,614100,PERSONAL CREDIT INSTITUTIONS
614101,614101,AUTOMOBILE AND CONSUMER FINANCE COMPANIES
614199,614199,"PERSONAL CREDIT INSTITUTIONS, NEC"
615300,615300,"SHORT-TERM BUSINESS CREDIT INSTITUTIONS, EXCEPT AGRICULTURAL"
615301,615301,WORKING CAPITAL FINANCING
615302,615302,FACTORING SERVICES
615303,615303,INSTALLMENT PAPER
615399,615399,"SHORT-TERM BUSINESS CREDIT, NEC"
615900,615900,MISCELLANEOUS BUSINESS CREDIT INSTITUTIONS
615901,615901,AGRICULTURAL CREDIT INSTITUTIONS
615902,615902,EQUIPMENT AND VEHICLE FINANCE LEASING COMPANIES
615999,615999,"MISCELLANEOUS BUSINESS CREDIT INSTITUTIONS, NEC"
616200,616200,MORTGAGE BANKERS AND LOAN CORRESPONDENTS
616299,616299,"MORTGAGE BANKERS AND CORRESPONDENTS, NEC"
616300,616300,LOAN BROKERS
616399,616399,"LOAN BROKERS, NEC"
621100,621100,SECURITY BROKERS AND DEALERS
621101,621101,SECURITY BROKERS AND DEALERS
621102,621102,FLOTATION COMPANIES
621103,621103,"MINERAL, OIL, AND GAS LEASING AND ROYALTY DEALERS"
621199,621199,"SECURITY BROKERS AND DEALERS, NEC"
622100,622100,"COMMODITY CONTRACTS BROKERS, DEALERS"
622199,622199,"COMMODITY CONTRACTS BROKERS, DEALERS, NEC"
623100,623100,SECURITY AND COMMODITY EXCHANGES
623199,623199,"SECURITY AND COMMODITY EXCHANGES, NEC"
628200,628200,INVESTMENT ADVICE
628299,628299,"INVESTMENT ADVICE, NEC"
628900,628900,SECURITY AND COMMODITY SERVICE
628901,628901,PROTECTIVE COMMITTEES
628902,628902,SECURITY TRANSFER AGENTS
628903,628903,SECURITY AND COMMODITY CLEARINGHOUSES
628999,628999,"SECURITY AND COMMODITY SERVICES, NEC, NEC"
631100,631100,LIFE INSURANCE
631101,631101,MUTUAL ASSOCIATION LIFE INSURANCE
631199,631199,"LIFE INSURANCE, NEC"
632100,632100,ACCIDENT AND HEALTH INSURANCE
632101,632101,ACCIDENT AND HEALTH INSURANCE CARRIERS
632102,632102,MUTUAL ACCIDENT AND HEALTH ASSOCIATIONS
632199,632199,"ACCIDENT AND HEALTH INSURANCE, NEC"
632400,632400,HOSPITAL AND MEDICAL SERVICE PLANS
632499,632499,"HOSPITAL AND MEDICAL SERVICE PLANS, NEC"
633100,633100,"FIRE, MARINE, AND CASUALTY INSURANCE"
633101,633101,AGRICULTURAL INSURANCE
633102,633102,"FIRE, MARINE AND CASUALTY INSURANCE AND CARRIERS"
633199,633199,"FIRE, MARINE, AND CASUALTY INSURANCE, NEC"
635100,635100,SURETY INSURANCE
635101,635101,SURETY INSURANCE BONDING
635102,635102,FIDELITY INSURANCE
635199,635199,"SURETY INSURANCE, NEC"
636100,636100,TITLE INSURANCE
636199,636199,"TITLE INSURANCE, NEC"
637100,637100,"PENSION, HEALTH, AND WELFARE FUNDS"
637101,637101,PENSIONS
637102,637102,UNION FUNDS
639900,639900,"INSURANCE CARRIERS, NEC"
639901,639901,DEPOSIT INSURANCE
639999,639999,"INSURANCE CARRIERS, NEC, NEC"
641100,641100,"INSURANCE AGENTS, BROKERS, AND SERVICE"
641101,641101,INSURANCE INFORMATION AND CONSULTING SERVICES
641102,641102,INSURANCE ADJUSTERS
641103,641103,INSURANCE AGENTS AND BROKERS
641199,641199,"INSURANCE AGENTS, BROKERS, AND SERVICE, NEC"
651200,651200,NONRESIDENTIAL BUILDING OPERATORS
651201,651201,COMMERCIAL AND INDUSTRIAL BUILDING OPERATION
651202,651202,"PROPERTY OPERATION, RETAIL ESTABLISHMENT"
651203,651203,"PROPERTY OPERATION, AUDITORIUMS AND THEATERS"
651204,651204,"PROPERTY OPERATION, PIERS AND DOCKS"
651300,651300,APARTMENT BUILDING OPERATORS
651399,651399,"APARTMENT BUILDING OPERATORS, NEC"
651400,651400,"DWELLING OPERATORS, EXCEPT APARTMENTS"
651499,651499,"DWELLING OPERATORS, EXCEPT APARTMENTS, NEC"
651500,651500,MOBILE HOME SITE OPERATORS
651700,651700,RAILROAD PROPERTY LESSORS
651900,651900,"REAL PROPERTY LESSORS, NEC"
651999,651999,"REAL PROPERTY LESSORS, NEC, NEC"
653100,653100,REAL ESTATE AGENTS AND MANAGERS
653101,653101,REAL ESTATE BROKERS AND AGENTS
653102,653102,REAL ESTATE MANAGERS
653103,653103,REAL ESTATE LISTING SERVICES
653104,653104,REAL ESTATE LEASING AND RENTALS
653199,653199,"REAL ESTATE AGENTS AND MANAGERS, NEC"
654100,654100,TITLE ABSTRACT OFFICES
654199,654199,"TITLE ABSTRACT OFFICES, NEC"
655200,655200,"SUBDIVIDERS AND DEVELOPERS, NEC"
655299,655299,"SUBDIVIDERS AND DEVELOPERS, NEC, NEC"
655300,655300,CEMETERY SUBDIVIDERS AND DEVELOPERS
655399,655399,"CEMETERY SUBDIVIDERS AND DEVELOPERS, NEC"
671200,671200,BANK HOLDING COMPANIES
671900,671900,"HOLDING COMPANIES, NEC"
671999,671999,"HOLDING COMPANIES, NEC, NEC"
672200,672200,"MANAGEMENT INVESTMENT, OPEN-END"
672299,672299,"MANAGEMENT INVESTMENT, OPEN-END, NEC"
672600,672600,"INVESTMENT OFFICES, NEC"
672699,672699,"INVESTMENT OFFICES, NEC, NEC"
673200,673200,"TRUSTS: EDUCATIONAL, RELIGIOUS, ETC."
