Strength,Products (Source ID),Products (Publisher ID)
320MG/100ML,32954,IMP
800MG/100ML,32954,IMP
3GM/PACKET,32955,IMP
20GM/PACKET,32955,IMP
2.4GM/PACKET,32956,IMP
5GM/PACKET,32956,IMP
2.5GM/PACKET,32956,IMP
20GM/PACKET,32956,IMP
80MG/VIAL,32957,IMP
0.25MG/VIAL,32957,IMP
1GM,32958,IMP
1.05GM,32958,IMP
1.2GM,32958,IMP
75MG/VIAL,32959,IMP
1.4MG/VIAL,32959,IMP
1.05GM,32960,IMP
1GM,32960,IMP
3.75GM,32960,IMP
0.25GM/ML,32961,IMP
0.5GM/ML,32961,IMP
0.5GM/ML,32962,IMP
0.25GM/ML,32962,IMP
4.8MG/VIAL,32963,IMP
375MG/VIAL,32963,IMP
5MG/VIAL,32963,IMP
380MG/VIAL,32964,IMP
3.5MG/VIAL,32964,IMP
45MG/VIAL,32964,IMP
37.5MG/VIAL,32964,IMP
600MG/PACKET,32965,IMP
800MG/PACKET,32965,IMP
1.5MG/ML,32966,IMP
65MG/ML,32966,IMP
2MG/ML,32966,IMP
348MG,32967,IMP
300MG,32967,IMP
11MG,32967,IMP
87MG,32967,IMP
1.2GM,32968,IMP
1GM,32968,IMP
3.75GM,32968,IMP
1.05GM,32968,IMP
2.60%,32969,IMP
0.77%,32969,IMP
54.30%,32969,IMP
450MG/100ML,32970,IMP
100MG/100ML,32970,IMP
745MG/100ML,32970,IMP
10MG/100ML,32970,IMP
80MG/100ML,32970,IMP
1.05GM,32971,IMP
1.2GM,32971,IMP
3.75GM,32971,IMP
420MG,32972,IMP
667MG,32972,IMP
140MG,32972,IMP
40MG/5ML,32973,IMP
750MG/5ML,32973,IMP
7.5MG/5ML,32973,IMP
667MG/5ML,32973,IMP
667MG/5ML,32974,IMP
600MG/5ML,32974,IMP
16MG/5ML,32974,IMP
500MG/ML,32975,IMP
250MG/ML,32975,IMP
29.8MG/ML,32975,IMP
0.002MG/ML,32975,IMP
400MG/ML,32975,IMP
2.5GM/PACKET,32976,IMP
3GM/PACKET,32976,IMP
550MG,32977,IMP
0.45MG,32977,IMP
775MG,32977,IMP
0.05MG,32977,IMP
89MG,32977,IMP
0.25GM/ML,32978,IMP
0.5GM/ML,32978,IMP
0.2MG/ML,32979,IMP
400MG/ML,32979,IMP
1.25MG/ML,32979,IMP
30MG/ML,32979,IMP
2.2MG/ML,32979,IMP
50MG/5ML,32980,IMP
250MG/5ML,32980,IMP
16MG/5ML,32980,IMP
1.25MG/5ML,32980,IMP
12.5MG/VIAL,32981,IMP
0.005MG/VIAL,32981,IMP
40MG/VIAL,32981,IMP
0.10%,32982,IMP
75.50%,32982,IMP
41%,32982,IMP
2%,32982,IMP
9.90%,32982,IMP
100MG/PACKET,32983,IMP
375MG/PACKET,32983,IMP
4MG/5ML,32984,IMP
100MG/5ML,32984,IMP
600MG/5ML,32984,IMP
450MG/100ML,32985,IMP
640MG/100ML,32985,IMP
80MG/100ML,32985,IMP
0.5GM/ML,32986,IMP
0.25GM/ML,32986,IMP
0.25GM/ML,32987,IMP
0.5GM/ML,32987,IMP
3.75GM/PACKET,32988,IMP
4GM/PACKET,32988,IMP
10GM/PACKET,32988,IMP
5GM/PACKET,32988,IMP
20MG/ML,32989,IMP
0.015MG/ML,32989,IMP
279.3MG/ML,32990,IMP
15MG/ML,32990,IMP
12.5MG/ML,32990,IMP
0.25GM/ML,32991,IMP
0.5GM/ML,32991,IMP
40MG/ML,32992,IMP
0.02MG/ML,32992,IMP
1.2GM,32993,IMP
3.75GM,32993,IMP
1GM,32993,IMP
1.05GM,32993,IMP
0.25GM/ML,32994,IMP
0.5GM/ML,32994,IMP
0.25GM/ML,32995,IMP
0.5GM/ML,32995,IMP
0.30%,32996,IMP
0.40%,32996,IMP
9.90%,32996,IMP
7.5GM/100ML,32997,IMP
1GM/100ML,32997,IMP
50GM/100ML,32997,IMP
15GM/100ML,32997,IMP
2.24GM/100ML,32997,IMP
3.75GM,32998,IMP
1GM,32998,IMP
1.05GM,32998,IMP
1.2GM,32998,IMP
10MG/ML,32999,IMP
0.6MG/ML,32999,IMP
287MG/ML,32999,IMP
30MG/100ML,33000,IMP
100MG/100ML,33000,IMP
500MG/100ML,33000,IMP
200MG/100ML,33000,IMP
745MG/100ML,33000,IMP
2MG/ML,33001,IMP
0.02MG/ML,33001,IMP
20GM/VIAL,33002,IMP
5GM/VIAL,33002,IMP
15MG/PACKET,33003,IMP
250MG/PACKET,33003,IMP
600MG/PACKET,33003,IMP
167MG/PACKET,33003,IMP
2.24GM/100ML,33004,IMP
1GM/100ML,33004,IMP
10GM/100ML,33004,IMP
38.5GM/100ML,33004,IMP
1.49GM/100ML,33004,IMP
0.50%,33005,IMP
51%,33005,IMP
12.50%,33005,IMP
0.25GM/ML,33006,IMP
0.5GM/ML,33006,IMP
2GM/VIAL,33007,IMP
3GM/VIAL,33007,IMP
3.75GM/VIAL,33007,IMP
6.75GM/VIAL,33007,IMP
500MG/5ML,33008,IMP
40MG/5ML,33008,IMP
30MG/5ML,33008,IMP
45MG,33009,IMP
140MG,33009,IMP
8.5MG,33009,IMP
25MG,33009,IMP
333MG,33009,IMP
375MG/PACKET,33010,IMP
167MG/PACKET,33010,IMP
800MG/PACKET,33010,IMP
0.5MG/VIAL,33011,IMP
500MG/VIAL,33011,IMP
2.5GM/PACKET,33012,IMP
20GM/PACKET,33012,IMP
2.4GM/PACKET,33012,IMP
3.75GM/PACKET,33012,IMP
2.24GM/100ML,33013,IMP
40GM/100ML,33013,IMP
10GM/100ML,33013,IMP
50GM/100ML,33013,IMP
0.06%,33014,IMP
52%,33014,IMP
167MG/PACKET,33015,IMP
15MG/PACKET,33015,IMP
1GM,33016,IMP
1.05GM,33016,IMP
1.2GM,33016,IMP
3.75GM,33016,IMP
34MG,33017,IMP
8.5MG,33017,IMP
360MG,33017,IMP
3.5MG,33017,IMP
21MG,33017,IMP
900MG/100ML,33018,IMP
30MG/100ML,33018,IMP
800MG/100ML,33018,IMP
400MG/100ML,33018,IMP
80MG/100ML,33018,IMP
3.75GM,33019,IMP
1.05GM,33019,IMP
30MG/PACKET,33020,IMP
167MG/PACKET,33020,IMP
20MG/5ML,33021,IMP
75MG/5ML,33021,IMP
40MG/5ML,33021,IMP
5GM/PACKET,33022,IMP
2.5GM/PACKET,33022,IMP
20GM/PACKET,33023,IMP
2.4GM/PACKET,33023,IMP
10GM/PACKET,33023,IMP
2.5GM/PACKET,33023,IMP
3.75GM/PACKET,33023,IMP
1.2GM,33024,IMP
3.75GM,33024,IMP
1.05GM,33024,IMP
1GM,33024,IMP
500MG/PACKET,33025,IMP
800MG/PACKET,33025,IMP
375MG/PACKET,33025,IMP
167MG/PACKET,33025,IMP
200MG/5ML,33026,IMP
40MG/5ML,33026,IMP
187MG/5ML,33026,IMP
3.75GM/PACKET,33027,IMP
5GM/PACKET,33027,IMP
746MG/100ML,33028,IMP
200MG/100ML,33028,IMP
5MG/100ML,33028,IMP
20MG/100ML,33028,IMP
250MG/100ML,33028,IMP
4GM/PACKET,33029,IMP
3.75GM/PACKET,33029,IMP
2.4GM/PACKET,33029,IMP
2.5GM/PACKET,33029,IMP
80MG/100ML,33030,IMP
200MG/100ML,33030,IMP
20MG/100ML,33030,IMP
320MG/100ML,33030,IMP
900MG/100ML,33030,IMP
2GM/100ML,33031,IMP
40GM/100ML,33031,IMP
1.5GM/100ML,33031,IMP
0.25GM/ML,33032,IMP
0.5GM/ML,33032,IMP
7.50%,33033,IMP
51.30%,33033,IMP
50MG/5ML,33034,IMP
2.5MG/5ML,33034,IMP
7.5MG/5ML,33034,IMP
1MG/5ML,33034,IMP
12.5MG/5ML,33034,IMP
6GM/VIAL,33035,IMP
2.5GM/VIAL,33035,IMP
1GM/VIAL,33035,IMP
2GM/VIAL,33035,IMP
0.2MG/ML,33036,IMP
0.5MG/ML,33036,IMP
0.015MG/ML,33036,IMP
7.5MG/ML,33036,IMP
5GM/PACKET,33037,IMP
2.5GM/PACKET,33037,IMP
10GM/PACKET,33037,IMP
4GM/PACKET,33037,IMP
0.25GM/ML,33038,IMP
0.5GM/ML,33038,IMP
1GM/VIAL,33039,IMP
3GM/VIAL,33039,IMP
10GM/VIAL,33039,IMP
40GM/VIAL,33039,IMP
2.5GM/VIAL,33039,IMP
4GM/PACKET,33040,IMP
3.75GM/PACKET,33040,IMP
10GM/PACKET,33040,IMP
1.2GM,33041,IMP
1GM,33041,IMP
3.75GM,33041,IMP
0.5GM/ML,33042,IMP
0.25GM/ML,33042,IMP
600MG/PACKET,33043,IMP
500MG/PACKET,33043,IMP
250MG/PACKET,33043,IMP
167MG/PACKET,33043,IMP
15MG/PACKET,33043,IMP
1.2GM,33044,IMP
1GM,33044,IMP
3.75GM,33044,IMP
5GM/VIAL,33045,IMP
6.75GM/VIAL,33045,IMP
3.75GM/VIAL,33045,IMP
5%,33046,IMP
62.30%,33046,IMP
3GM/VIAL,33047,IMP
4GM/VIAL,33047,IMP
6GM/VIAL,33047,IMP
3.75GM/PACKET,33048,IMP
2.5GM/PACKET,33048,IMP
5GM/PACKET,33048,IMP
20GM/PACKET,33048,IMP
4GM/PACKET,33048,IMP
800MG/100ML,33049,IMP
5MG/100ML,33049,IMP
1.6MG/VIAL,33050,IMP
250MG/VIAL,33050,IMP
1.25MG/5ML,33051,IMP
25MG/5ML,33051,IMP
187MG/5ML,33051,IMP
1GM/VIAL,33052,IMP
4GM/VIAL,33052,IMP
10GM/VIAL,33052,IMP
2GM/VIAL,33052,IMP
3GM/VIAL,33052,IMP
10GM/PACKET,33053,IMP
4GM/PACKET,33053,IMP
2.4GM/PACKET,33053,IMP
15MG/5ML,33054,IMP
1.25MG/5ML,33054,IMP
10MG/VIAL,33055,IMP
50MG/VIAL,33055,IMP
1.5MG/VIAL,33056,IMP
37.5MG/VIAL,33056,IMP
1.05GM,33057,IMP
1.2GM,33057,IMP
1GM,33057,IMP
3.75GM,33057,IMP
20MG/ML,33058,IMP
6.6MG/ML,33058,IMP
0.05MG/ML,33058,IMP
3.75GM,33059,IMP
1.2GM,33059,IMP
1GM,33059,IMP
1.05GM,33059,IMP
0.5GM/ML,33060,IMP
0.25GM/ML,33060,IMP
1.49GM/100ML,33061,IMP
3.3GM/100ML,33061,IMP
55%,33062,IMP
26%,33062,IMP
3GM/100ML,33063,IMP
38.5GM/100ML,33063,IMP
7.5GM/100ML,33063,IMP
640MG/100ML,33064,IMP
746MG/100ML,33064,IMP
160MG/100ML,33065,IMP
40MG/100ML,33065,IMP
200MG/100ML,33065,IMP
640MG/100ML,33065,IMP
0.5GM/ML,33066,IMP
0.25GM/ML,33066,IMP
37.9MG/ML,33067,IMP
0.005MG/ML,33067,IMP
0.015MG/ML,33067,IMP
279.3MG/ML,33067,IMP
0.002MG/ML,33067,IMP
746MG/100ML,33068,IMP
640MG/100ML,33068,IMP
400MG/100ML,33068,IMP
100MG/5ML,33069,IMP
6.25MG/5ML,33069,IMP
1MG/5ML,33069,IMP
6GM/VIAL,33070,IMP
3GM/VIAL,33070,IMP
3.75GM/VIAL,33070,IMP
1GM/VIAL,33070,IMP
3.75GM/VIAL,33071,IMP
6GM/VIAL,33071,IMP
1GM/VIAL,33071,IMP
20GM/VIAL,33071,IMP
0.15%,33072,IMP
0.12%,33072,IMP
65%,33072,IMP
0.45%,33072,IMP
65.20%,33072,IMP
167MG/PACKET,33073,IMP
600MG/PACKET,33073,IMP
375MG/PACKET,33073,IMP
100MG/PACKET,33073,IMP
500MG/PACKET,33073,IMP
375MG/PACKET,33074,IMP
600MG/PACKET,33074,IMP
500MG/PACKET,33074,IMP
15MG/PACKET,33074,IMP
1.4MG/VIAL,33075,IMP
3.5MG/VIAL,33075,IMP
0.6MG/VIAL,33075,IMP
2.24GM/100ML,33076,IMP
3GM/100ML,33076,IMP
2GM/100ML,33076,IMP
20GM/PACKET,33077,IMP
10GM/PACKET,33077,IMP
4GM/PACKET,33077,IMP
5GM/100ML,33078,IMP
1.87GM/100ML,33078,IMP
0.25GM/ML,33079,IMP
0.5GM/ML,33079,IMP
1.2GM,33080,IMP
1.05GM,33080,IMP
3.75GM,33080,IMP
1GM,33080,IMP
3.75GM/VIAL,33081,IMP
6GM/VIAL,33081,IMP
450MG/100ML,33082,IMP
745MG/100ML,33082,IMP
0.5MG/VIAL,33083,IMP
0.2MG/VIAL,33083,IMP
1.5MG/VIAL,33083,IMP
375MG/VIAL,33083,IMP
0.6MG/VIAL,33083,IMP
2.50%,33084,IMP
80%,33084,IMP
49.90%,33084,IMP
0.25GM/ML,33085,IMP
0.5GM/ML,33085,IMP
0.1MG/ML,33086,IMP
65MG/ML,33086,IMP
75MG/ML,33086,IMP
6.6MG/ML,33086,IMP
3GM/PACKET,33087,IMP
5GM/PACKET,33087,IMP
4GM/PACKET,33087,IMP
10GM/PACKET,33088,IMP
2.5GM/PACKET,33088,IMP
3GM/PACKET,33088,IMP
4GM/PACKET,33088,IMP
400MG/100ML,33089,IMP
20MG/100ML,33089,IMP
250MG/100ML,33090,IMP
745MG/100ML,33090,IMP
500MG/100ML,33090,IMP
40MG/100ML,33090,IMP
30MG/PACKET,33091,IMP
375MG/PACKET,33091,IMP
600MG/PACKET,33091,IMP
500MG/PACKET,33091,IMP
250MG/PACKET,33091,IMP
0.02MG/VIAL,33092,IMP
25MG/VIAL,33092,IMP
1600MG/VIAL,33092,IMP
0.25GM/ML,33093,IMP
0.5GM/ML,33093,IMP
100MG/ML,33094,IMP
500MG/ML,33094,IMP
125MG/ML,33094,IMP
75MG/ML,33094,IMP
0.25GM/ML,33095,IMP
0.5GM/ML,33095,IMP
300MG/VIAL,33096,IMP
450MG/VIAL,33096,IMP
75MG/VIAL,33096,IMP
0.25MG/VIAL,33096,IMP
40%,33097,IMP
1.50%,33097,IMP
0.20%,33097,IMP
73%,33097,IMP
0.25MG/ML,33098,IMP
2MG/ML,33098,IMP
800MG/PACKET,33099,IMP
15MG/PACKET,33099,IMP
100MG/PACKET,33099,IMP
375MG/PACKET,33099,IMP
30MG/PACKET,33099,IMP
13.5GM/VIAL,33100,IMP
10GM/VIAL,33100,IMP
25MG/5ML,33101,IMP
200MG/5ML,33101,IMP
4MG/5ML,33101,IMP
500MG/5ML,33101,IMP
15MG/5ML,33101,IMP
140MG,33102,IMP
550MG,33102,IMP
0.1MG,33102,IMP
0.175MG,33102,IMP
240MG,33102,IMP
3GM/VIAL,33103,IMP
20GM/VIAL,33103,IMP
3.75GM/VIAL,33103,IMP
4GM/VIAL,33103,IMP
200MG/100ML,33104,IMP
30MG/100ML,33104,IMP
450MG/100ML,33104,IMP
0.5GM/ML,33105,IMP
0.25GM/ML,33105,IMP
7.7MG,33106,IMP
0.01MG,33106,IMP
89MG,33106,IMP
21MG,33106,IMP
165MG,33107,IMP
60MG,33107,IMP
40GM/VIAL,33108,IMP
20GM/VIAL,33108,IMP
6.75GM/VIAL,33108,IMP
2GM/VIAL,33108,IMP
30MG/PACKET,33109,IMP
375MG/PACKET,33109,IMP
1.8MG/VIAL,33110,IMP
0.25MG/VIAL,33110,IMP
60GM/100ML,33111,IMP
7.7GM/100ML,33111,IMP
50GM/100ML,33111,IMP
160MG,33112,IMP
3MG,33112,IMP
21MG,33112,IMP
522MG,33112,IMP
420MG,33112,IMP
160MG/ML,33113,IMP
25MG/ML,33113,IMP
20MG/100ML,33114,IMP
100MG/100ML,33114,IMP
900MG/100ML,33114,IMP
1.34MG,33115,IMP
0.137MG,33115,IMP
32MG,33115,IMP
3MG/ML,33116,IMP
0.01MG/ML,33116,IMP
53%,33117,IMP
40%,33117,IMP
64%,33117,IMP
5GM/PACKET,33118,IMP
10GM/PACKET,33118,IMP
3GM/PACKET,33118,IMP
20GM/PACKET,33118,IMP
0.25MG,33119,IMP
2MG,33119,IMP
0.45MG,33119,IMP
333.5MG,33119,IMP
200MG/100ML,33120,IMP
400MG/100ML,33120,IMP
250MG/5ML,33121,IMP
10MG/5ML,33121,IMP
300MG/5ML,33121,IMP
10GM/100ML,33122,IMP
1.49GM/100ML,33122,IMP
40GM/100ML,33122,IMP
2.98GM/100ML,33122,IMP
4GM/PACKET,33123,IMP
3.75GM/PACKET,33123,IMP
0.25GM/ML,33124,IMP
0.5GM/ML,33124,IMP
30MG/PACKET,33125,IMP
15MG/PACKET,33125,IMP
40GM/VIAL,33126,IMP
2.5GM/VIAL,33126,IMP
3GM/VIAL,33126,IMP
0.2MG/ML,33127,IMP
0.5MG/ML,33127,IMP
30MG/ML,33127,IMP
10%,33128,IMP
3%,33128,IMP
40%,33128,IMP
6GM/VIAL,33129,IMP
6.75GM/VIAL,33129,IMP
20GM/VIAL,33129,IMP
2.5GM/PACKET,33130,IMP
5GM/PACKET,33130,IMP
4GM/PACKET,33130,IMP
20GM/PACKET,33130,IMP
3GM/PACKET,33130,IMP
30MG/PACKET,33131,IMP
800MG/PACKET,33131,IMP
100MG/PACKET,33131,IMP
0.30%,33132,IMP
4%,33132,IMP
38.80%,33132,IMP
0.5MG/ML,33133,IMP
0.1MG/ML,33133,IMP
8MG/ML,33133,IMP
0.03MG/ML,33133,IMP
2.4GM/PACKET,33134,IMP
3.75GM/PACKET,33134,IMP
5GM/PACKET,33134,IMP
4GM/PACKET,33134,IMP
25MG/5ML,33135,IMP
7.5MG/5ML,33135,IMP
400MG/5ML,33135,IMP
4MG/5ML,33135,IMP
100MG/100ML,33136,IMP
500MG/100ML,33136,IMP
10MG/100ML,33136,IMP
745MG/100ML,33136,IMP
20MG/100ML,33136,IMP
70GM/100ML,33137,IMP
1.5GM/100ML,33137,IMP
7.7GM/100ML,33138,IMP
5GM/100ML,33138,IMP
40GM/100ML,33138,IMP
1.87GM/100ML,33138,IMP
1.5GM/100ML,33138,IMP
287MG/ML,33139,IMP
15MG/ML,33139,IMP
75MG/ML,33139,IMP
0.004MG/ML,33139,IMP
18%,33140,IMP
0.90%,33140,IMP
0.03MG/ML,33141,IMP
0.12MG/ML,33141,IMP
1MG/ML,33141,IMP
30MG/ML,33141,IMP
20MG/100ML,33142,IMP
320MG/100ML,33142,IMP
200MG/100ML,33142,IMP
30MG/100ML,33142,IMP
3.75GM/VIAL,33143,IMP
2.5GM/VIAL,33143,IMP
3GM/VIAL,33143,IMP
5GM/VIAL,33143,IMP
20GM/100ML,33144,IMP
2.24GM/100ML,33144,IMP
2GM/100ML,33144,IMP
20GM/VIAL,33145,IMP
4GM/VIAL,33145,IMP
3GM/VIAL,33145,IMP
5GM/VIAL,33145,IMP
30MG/PACKET,33146,IMP
250MG/PACKET,33146,IMP
500MG/PACKET,33146,IMP
15MG/PACKET,33146,IMP
800MG/PACKET,33146,IMP
0.0277MG,33147,IMP
7MG,33147,IMP
20GM/VIAL,33148,IMP
3.75GM/VIAL,33148,IMP
1GM/VIAL,33148,IMP
40GM/VIAL,33148,IMP
6GM/VIAL,33148,IMP
2.4GM/PACKET,33149,IMP
2.5GM/PACKET,33149,IMP
4GM/PACKET,33149,IMP
3.75GM/PACKET,33149,IMP
2.5GM/VIAL,33150,IMP
40GM/VIAL,33150,IMP
6.75GM/VIAL,33150,IMP
2GM/VIAL,33150,IMP
2GM/VIAL,33151,IMP
40GM/VIAL,33151,IMP
10GM/VIAL,33151,IMP
5GM/VIAL,33151,IMP
75.50%,33152,IMP
61%,33152,IMP
45.30%,33152,IMP
1GM,33153,IMP
1.2GM,33153,IMP
0.04%,33154,IMP
43%,33154,IMP
99.90%,33154,IMP
0.77%,33154,IMP
1600MG/VIAL,33155,IMP
8.8MG/VIAL,33155,IMP
0.04MG/VIAL,33155,IMP
125MG/VIAL,33155,IMP
4MG/ML,33156,IMP
0.015MG/ML,33156,IMP
0.2MG/ML,33156,IMP
0.02MG/ML,33156,IMP
33.32%,33157,IMP
15.10%,33157,IMP
0.45%,33157,IMP
0.04%,33157,IMP
0.12%,33157,IMP
300MG/ML,33158,IMP
1.5MG/ML,33158,IMP
500MG/ML,33158,IMP
469.01MG/ML,33158,IMP
90MG/VIAL,33159,IMP
12MG/VIAL,33159,IMP
0.5MG/5ML,33160,IMP
6.25MG/5ML,33160,IMP
30MG/5ML,33160,IMP
375MG/PACKET,33161,IMP
500MG/PACKET,33161,IMP
800MG/PACKET,33161,IMP
30MG/PACKET,33161,IMP
250MG/PACKET,33162,IMP
167MG/PACKET,33162,IMP
375MG/PACKET,33162,IMP
800MG/PACKET,33162,IMP
30MG/PACKET,33162,IMP
1.05GM,33163,IMP
1.2GM,33163,IMP
1GM,33163,IMP
14.9MG/ML,33164,IMP
400MG/ML,33164,IMP
0.001MG/ML,33164,IMP
30GM/100ML,33165,IMP
2.4GM/100ML,33165,IMP
3.3GM/100ML,33165,IMP
70GM/100ML,33165,IMP
1GM/100ML,33165,IMP
3.75GM/VIAL,33166,IMP
6.75GM/VIAL,33166,IMP
6GM/VIAL,33166,IMP
80MG/VIAL,33167,IMP
24MG/VIAL,33167,IMP
2MG/VIAL,33167,IMP
0.5MG/5ML,33168,IMP
16MG/5ML,33168,IMP
1.25MG/5ML,33168,IMP
250MG/PACKET,33169,IMP
15MG/PACKET,33169,IMP
30MG/PACKET,33169,IMP
600MG/PACKET,33169,IMP
15MG,33170,IMP
6MG,33170,IMP
29.8MG/ML,33171,IMP
2.2MG/ML,33171,IMP
12.5MG/ML,33171,IMP
150MG/ML,33171,IMP
0.1MG/ML,33171,IMP
10GM/PACKET,33172,IMP
3.75GM/PACKET,33172,IMP
746MG/100ML,33173,IMP
400MG/100ML,33173,IMP
5GM/PACKET,33174,IMP
20GM/PACKET,33174,IMP
3.75GM/PACKET,33174,IMP
2.5GM/PACKET,33174,IMP
40MG/5ML,33175,IMP
100MG/5ML,33175,IMP
300MG/5ML,33175,IMP
60MG/5ML,33175,IMP
7.5MG/5ML,33175,IMP
2.4GM/PACKET,33176,IMP
5GM/PACKET,33176,IMP
20GM/PACKET,33176,IMP
15GM/100ML,33177,IMP
1.87GM/100ML,33177,IMP
70GM/100ML,33177,IMP
0.5GM/ML,33178,IMP
0.25GM/ML,33178,IMP
250MG/PACKET,33179,IMP
30MG/PACKET,33179,IMP
500MG/PACKET,33179,IMP
375MG/PACKET,33179,IMP
1.05GM,33180,IMP
1GM,33180,IMP
3.75GM,33180,IMP
400MG/100ML,33181,IMP
100MG/100ML,33181,IMP
745MG/100ML,33181,IMP
20GM/100ML,33182,IMP
40GM/100ML,33182,IMP
30MG/VIAL,33183,IMP
450MG/VIAL,33183,IMP
0.50%,33184,IMP
74%,33184,IMP
52MG,33185,IMP
125MG,33185,IMP
28MG,33185,IMP
333MG,33185,IMP
0.6MG/5ML,33186,IMP
15MG/5ML,33186,IMP
0.5GM/ML,33187,IMP
0.25GM/ML,33187,IMP
320MG/100ML,33188,IMP
500MG/100ML,33188,IMP
10MG/100ML,33188,IMP
745MG/100ML,33188,IMP
400MG/100ML,33188,IMP
16MG/5ML,33189,IMP
20MG/5ML,33189,IMP
40MG/5ML,33189,IMP
1MG/5ML,33189,IMP
5GM/PACKET,33190,IMP
4GM/PACKET,33190,IMP
2.5GM/PACKET,33190,IMP
20GM/PACKET,33190,IMP
1GM,33191,IMP
3.75GM,33191,IMP
1.2GM,33191,IMP
1.05GM,33191,IMP
2.5MG/VIAL,33192,IMP
150MG/VIAL,33192,IMP
1.5MG/VIAL,33192,IMP
375MG/VIAL,33192,IMP
5GM/100ML,33193,IMP
2.4GM/100ML,33193,IMP
3%,33194,IMP
30.20%,33194,IMP
61%,33194,IMP
76%,33194,IMP
64.70%,33194,IMP
0.15%,33195,IMP
0.00%,33195,IMP
13.90%,33195,IMP
1.30%,33195,IMP
3%,33195,IMP
100MG/PACKET,33196,IMP
15MG/PACKET,33196,IMP
800MG/PACKET,33196,IMP
0.013MG,33197,IMP
54MG,33197,IMP
220MG,33197,IMP
0.02MG,33197,IMP
8.5MG,33197,IMP
600MG/PACKET,33198,IMP
100MG/PACKET,33198,IMP
3.75GM/PACKET,33199,IMP
20GM/PACKET,33199,IMP
2.5GM/PACKET,33199,IMP
2.5MG/ML,33200,IMP
0.2MG/ML,33200,IMP
40MG/ML,33200,IMP
0.002MG/ML,33200,IMP
3.75GM,33201,IMP
1.05GM,33201,IMP
1GM,33201,IMP
1.2GM,33201,IMP
250MG/100ML,33202,IMP
80MG/100ML,33202,IMP
100MG/100ML,33202,IMP
500MG/100ML,33202,IMP
400MG/100ML,33202,IMP
1.8MG/VIAL,33203,IMP
50MG/VIAL,33203,IMP
4.8MG/VIAL,33203,IMP
125MG/VIAL,33203,IMP
160MG/100ML,33204,IMP
250MG/100ML,33204,IMP
6.75GM/VIAL,33205,IMP
2.5GM/VIAL,33205,IMP
40GM/VIAL,33205,IMP
20GM/VIAL,33205,IMP
2.5GM/PACKET,33206,IMP
2.4GM/PACKET,33206,IMP
20GM/PACKET,33206,IMP
10GM/PACKET,33206,IMP
0.5GM/ML,33207,IMP
0.25GM/ML,33207,IMP
15.10%,33208,IMP
62.30%,33208,IMP
64.70%,33208,IMP
100%,33208,IMP
43%,33208,IMP
5GM/VIAL,33209,IMP
1GM/VIAL,33209,IMP
3GM/VIAL,33209,IMP
4MG/5ML,33210,IMP
200MG/5ML,33210,IMP
1MG/ML,33211,IMP
400MG/ML,33211,IMP
1.25MG/ML,33211,IMP
1.2GM,33212,IMP
3.75GM,33212,IMP
5MG/VIAL,33213,IMP
12.5MG/VIAL,33213,IMP
12MG/VIAL,33213,IMP
0.5GM/ML,33214,IMP
0.25GM/ML,33214,IMP
0.5GM/ML,33215,IMP
0.25GM/ML,33215,IMP
1.05GM,33216,IMP
1GM,33216,IMP
1.2GM,33216,IMP
900MG/100ML,33217,IMP
640MG/100ML,33217,IMP
746MG/100ML,33217,IMP
40MG/100ML,33218,IMP
160MG/100ML,33218,IMP
4GM/PACKET,33219,IMP
2.4GM/PACKET,33219,IMP
3.75GM/PACKET,33219,IMP
2.5GM/PACKET,33219,IMP
20GM/PACKET,33219,IMP
100MG/PACKET,33220,IMP
800MG/PACKET,33220,IMP
250MG/PACKET,33220,IMP
375MG/PACKET,33220,IMP
600MG/PACKET,33220,IMP
0.02MG/ML,33221,IMP
8MG/ML,33221,IMP
0.8MG/ML,33221,IMP
37.5MG/ML,33221,IMP
500MG/100ML,33222,IMP
250MG/100ML,33222,IMP
746MG/100ML,33222,IMP
400MG/100ML,33222,IMP
3.75GM/PACKET,33223,IMP
3GM/PACKET,33223,IMP
5GM/PACKET,33223,IMP
10GM/100ML,33224,IMP
38.5GM/100ML,33224,IMP
1.05GM,33225,IMP
1.2GM,33225,IMP
3.75GM,33225,IMP
1GM,33225,IMP
29.8MG/ML,33226,IMP
0.02MG/ML,33226,IMP
160MG/ML,33226,IMP
15MG/ML,33226,IMP
0.4MG/ML,33226,IMP
40MG,33227,IMP
0.0277MG,33227,IMP
90MG,33227,IMP
10MG,33227,IMP
0.4MG/VIAL,33228,IMP
5.8MG/VIAL,33228,IMP
8.8MG/VIAL,33228,IMP
15MG/PACKET,33229,IMP
167MG/PACKET,33229,IMP
30MG/PACKET,33229,IMP
100MG/PACKET,33229,IMP
250MG/PACKET,33229,IMP
187MG/5ML,33230,IMP
105MG/5ML,33230,IMP
2.4GM/PACKET,33231,IMP
3GM/PACKET,33231,IMP
2.5GM/PACKET,33231,IMP
1MG/VIAL,33232,IMP
4.8MG/VIAL,33232,IMP
600MG/VIAL,33232,IMP
90MG/VIAL,33232,IMP
3.75GM/VIAL,33233,IMP
6GM/VIAL,33233,IMP
2.5GM/VIAL,33233,IMP
15MG/ML,33234,IMP
5MG/ML,33234,IMP
29.8MG/ML,33234,IMP
234MG/ML,33234,IMP
37.5MG/ML,33234,IMP
0.10%,33235,IMP
0.33%,33235,IMP
53%,33235,IMP
1.90%,33235,IMP
