icd_mapping_id,description,fdn_icd10,fdn_icd9
87375-S0155,Palate,S0155,873.75
8738-S0181,Other and unspecified open wound of head without mention of complication,S0181,873.8
8739-S0181,"Other and unspecified open wound of head, complicated",S0181,873.9
87401-S1101,Larynx,S1101,874.01
87402-S1102,Trachea,S1102,874.02
87411-S1101,Larynx,S1101,874.11
87412-S1102,Trachea,S1102,874.12
8742-S111,"Thyroid gland, without mention of complication",S111,874.2
8743-S111,"Thyroid gland, complicated",S111,874.3
8744-S1121,"Pharynx, without mention of complication",S1121,874.4
8745-S1121,"Pharynx, complicated",S1121,874.5
8748-S1180,"Other and unspecified parts, without mention of complication",S1180,874.8
8749-S1180,"Other and unspecified parts, complicated",S1180,874.9
8751-S211,Complicated,S211,875.1
8761-S212,Complicated,S212,876.1
8771-S310,Complicated,S310,877.1
8781-S312,"Penis, complicated",S312,878.1
8782-S313,"Scrotum and testes, without mention of complication",S313,878.2
8783-S313,"Scrotum and testes, complicated",S313,878.3
8784-S314,"Vulva, without mention of complication",S314,878.4
8785-S314,"Vulva, complicated",S314,878.5
8786-S314,"Vagina, without mention of complication",S314,878.6
8787-S314,"Vagina, complicated",S314,878.7
8788-S315,"Other and unspecified parts, without mention of complication",S315,878.8
8789-S315,"Other and unspecified parts, complicated",S315,878.9
8791-S210,"Breast, complicated",S210,879.1
8792-S311,"Abdominal wall, anterior, without mention of complication",S311,879.2
8793-S311,"Abdominal wall, anterior, complicated",S311,879.3
8794-S311,"Abdominal wall, lateral, without mention of complication",S311,879.4
8795-S311,"Abdominal wall, lateral, complicated",S311,879.5
8831-S610,Complicated,S610,883.1
8832-S610,With tendon involvement,S610,883.2
8851-S680,Complicated,S680,885.1
8861-S681,Complicated,S681,886.1
8871-S581,"Unilateral, below elbow, complicated",S581,887.1
8872-S580,"Unilateral, at or above elbow, without mention of complication",S580,887.2
8873-S580,"Unilateral, at or above elbow, complicated",S580,887.3
8901-S710,Complicated,S710,890.1
8902-S710,With tendon involvement,S710,890.2
8911-S810,Complicated,S810,891.1
8912-S810,With tendon involvement,S810,891.2
8921-S913,Complicated,S913,892.1
8922-S913,With tendon involvement,S913,892.2
8931-S911,Complicated,S911,893.1
8932-S911,With tendon involvement,S911,893.2
8951-S981,Complicated,S981,895.1
8961-S980,"Unilateral, complicated",S980,896.1
8971-S881,"Unilateral, below knee, complicated",S881,897.1
8972-S880,"Unilateral, at or above knee, without mention of complication",S880,897.2
8973-S880,"Unilateral, at or above knee, complicated",S880,897.3
8974-S889,"Unilateral, level not specified, without mention of complication",S889,897.4
8975-S789,"Unilateral, level not specified, complicated",S789,897.5
90001-S1501,Common carotid artery,S1501,900.01
90002-S1502,External carotid artery,S1502,900.02
9001-S153,Internal jugular vein,S153,900.1
90081-S152,External jugular vein,S152,900.81
90089-S158,Other,S158,900.89
9009-S159,Unspecified bloodvessel of head and neck,S159,900.9
9011-S251,Innominate and subclavian arteries,S251,901.1
9012-S252,Superior vena cava,S252,901.2
9013-S253,Innominate and subclavian veins,S253,901.3
90141-S254,Pulmonary artery,S254,901.41
90142-S254,Pulmonary vein,S254,901.42
90181-S255,Intercostal artery or vein,S255,901.81
90182-S258,Internal mammary artery or vein,S258,901.82
90189-S258,Other,S258,901.89
9019-S259,Unspecified blood vessel of thorax,S259,901.9
90211-S351,Hepatic veins,S351,902.11
90219-S351,Other,S351,902.19
90221-S352,Gastric artery,S352,902.21
90222-S352,Hepatic artery,S352,902.22
90223-S352,Splenic artery,S352,902.23
90224-S352,Other specified branches of celiac axis,S352,902.24
90225-S352,Superior mesenteric artery (trunk),S352,902.25
90226-S352,Primary branches of superior mesenteric artery,S352,902.26
90227-S352,Inferior mesenteric artery,S352,902.27
90229-S352,Other,S352,902.29
90231-S353,Superior mesenteric vein and primary subdivisions,S353,902.31
90232-S353,Inferior mesenteric vein,S353,902.32
90233-S353,Portal vein,S353,902.33
90234-S353,Splenic vein,S353,902.34
90239-S352,Other,S352,902.39
90241-S354,Renal artery,S354,902.41
90242-S354,Renal vein,S354,902.42
90249-S354,Other,S354,902.49
90251-S355,Hypogastric artery,S355,902.51
90252-S355,Hypogastric vein,S355,902.52
90253-S355,Iliac artery,S355,902.53
90254-S355,Iliac vein,S355,902.54
90255-S355,Uterine artery,S355,902.55
90256-S355,Uterine vein,S355,902.56
90259-S355,Other,S355,902.59
90281-S358,Ovarian artery,S358,902.81
90282-S358,Ovarian vein,S358,902.82
90282-W9439,Ovarian vein,W9439,902.82
90289-S358,Other,S358,902.89
9029-S359,Unspecified blood vessel of abdomen and pelvis,S359,902.9
90301-S452,Axillary artery,S452,903.01
90302-S452,Axillary vein,S452,903.02
9031-S451,Brachial blood vessels,S451,903.1
9032-S552,Radial blood vessels,S552,903.2
9033-S552,Ulnar blood vessels,S552,903.3
9034-S652,Palmar artery,S652,903.4
9035-S655,Digital blood vessels,S655,903.5
9041-S750,Superficial femoral artery,S750,904.1
9042-S751,Femoral veins,S751,904.2
9043-S752,Saphenous veins,S752,904.3
90441-S850,Popliteal artery,S850,904.41
90442-S855,Popliteal vein,S855,904.42
90451-S851,Anterior tibial artery,S851,904.51
90452-S858,Anterior tibial vein,S858,904.52
90453-S851,Posterior tibial artery,S851,904.53
90454-S858,Posterior tibial vein,S858,904.54
9046-S951,Deep plantar blood vessels,S951,904.6
9473-T282,Gastrointestinal tract,T282,947.3
9047-S958,Other specified blood vessels of lower extremity,S958,904.7
9048-S959,Unspecified blood vessel of lower extremity,S959,904.8
920-S0005,"Contusion of face, scalp, and neck except eye(s)",S0005,920
9211-S001,Contusion of eyelids and periocular area,S001,921.1
9212-S051,Contusion of orbital tissues,S051,921.2
9213-S051,Contusion of eyeball,S051,921.3
9219-S058,Unspecified contusion of eye,S058,921.9
9221-S202,Chest wall,S202,922.1
9222-S301,Abdominal wall,S301,922.2
9223-S300,Back,S300,922.3
9224-S302,Genital organs,S302,922.4
92301-S400,Scapular region,S400,923.01
92302-S400,Axillary region,S400,923.02
92303-S400,Upper arm,S400,923.03
92311-S500,Elbow,S500,923.11
92321-S602,Wrist,S602,923.21
9233-S601,Finger,S601,923.3
92401-S700,Hip,S700,924.01
92411-S800,Knee,S800,924.11
92421-S900,Ankle,S900,924.21
9243-S902,Toe,S902,924.3
9251-S070,Crushing injury of face and scalp,S070,925.1
9252-S179,Crushing injury of neck,S179,925.2
92611-S381,Back,S381,926.11
92612-S381,Buttock,S381,926.12
92619-S381,Other,S381,926.19
92701-S47,Scapular region,S47,927.01
92702-S47,Axillary region,S47,927.02
92703-S47,Upper arm,S47,927.03
92711-S570,Elbow,S570,927.11
9273-S670,Finger(s),S670,927.3
92801-S772,Hip,S772,928.01
92811-S870,Knee,S870,928.11
92821-S970,Ankle,S970,928.21
9283-S971,Toe(s),S971,928.3
9301-T151,Foreign body in conjunctival sac,T151,930.1
9302-T158,Foreign body in lacrimal punctum,T158,930.2
9308-T158,Other and combined sites,T158,930.8
9309-T159,Unspecified site,T159,930.9
931-T16,Foreign body in ear,T16,931
932-T170,Foreign body in nose,T170,932
9331-T173,Larynx,T173,933.1
9341-T175,Main bronchus,T175,934.1
9348-T178,Other specified parts,T178,934.8
9349-T179,"Respiratory tree, unspecified",T179,934.9
9351-T181,Esophagus,T181,935.1
9352-T182,Stomach,T182,935.2
936-T183,Foreign body in intestine and colon,T183,936
937-T185,Foreign body in anus and rectum,T185,937
938-T189,"Foreign body in digestive system, unspecified",T189,938
9391-T193,"Uterus, any part",T193,939.1
9392-T192,Vulva and vagina,T192,939.2
9393-T198,Penis,T198,939.3
9399-T199,Unspecified site,T199,939.9
9401-T260,Other burns of eyelids and periocular area,T260,940.1
9402-T261,Alkaline chemical burn of cornea and conjunctival sac,T261,940.2
9403-T261,Acid chemical burn of cornea and conjunctival sac,T261,940.3
9404-T261,Other burn of cornea and conjunctival sac,T261,940.4
9794-T509,Measles vaccine,T509,979.4
9405-T262,Burn with resulting rupture and destruction of eyeball,T262,940.5
9409-T264,Unspecified burn of eye and adnexa,T264,940.9
9471-T271,"Larynx, trachea, and lung",T271,947.1
9472-T281,Esophagus,T281,947.2
9474-T283,Vagina and uterus,T283,947.4
9478-T284,Other specified sites,T284,947.8
9479-T284,Unspecified site,T284,947.9
9501-S040,Injury to optic chiasm,S040,950.1
9502-S040,Injury to optic pathways,S040,950.2
9503-S040,Injury to visual cortex,S040,950.3
9509-S040,Unspecified,S040,950.9
9511-S042,Injury to trochlear nerve,S042,951.1
9512-S043,Injury to trigeminal nerve,S043,951.2
9513-S044,Injury to abducens nerve,S044,951.3
9514-S045,Injury to facial nerve,S045,951.4
9515-S046,Injury to acoustic nerve,S046,951.5
9516-S047,Injury to accessory nerve,S047,951.6
9517-S048,Injury to hypoglossal nerve,S048,951.7
9518-S048,Injury to other specified cranial nerves,S048,951.8
9519-S049,Injury to unspecified cranial nerve,S049,951.9
95201-S1411,C 1 -C 4 level with complete lesion of spinal cord,S1411,952.01
95202-S1413,C 1 -C 4 level with anterior cord syndrome,S1413,952.02
95203-S1412,C 1 -C 4 level with central cord syndrome,S1412,952.03
95204-S1410,C 1 -C 4 level with other specified spinal cord injury,S1410,952.04
95205-S1410,C 5 -C 7 level with unspecified spinal cord injury,S1410,952.05
95206-S1411,C 5 -C 7 level with complete lesion of spinal cord,S1411,952.06
95207-S1413,C 5 -C 7 level with anterior cord syndrome,S1413,952.07
95208-S1412,C 5 -C 7 level with central cord syndrome,S1412,952.08
95209-S1413,C 5 -C 7 level with other specified spinal cord injury,S1413,952.09
95211-S2411,T 1 -T 6 level with complete lesion of spinal cord,S2411,952.11
95214-S2410,T 1 -T 6 level with other specified spinal cord injury,S2410,952.14
95215-S2410,T 7 -T 12 level with unspecified spinal cord injury,S2410,952.15
95216-S2411,T 7 -T 12 level with complete lesion of spinal cord,S2411,952.16
95219-S2410,T 7 -T 12 level with other specified spinal cord injury,S2410,952.19
9522-S341,Lumbar,S341,952.2
9523-S342,Sacral,S342,952.3
9524-S343,Cauda equina,S343,952.4
9531-S242,Dorsal root,S242,953.1
9532-S342,Lumbar root,S342,953.2
9533-S342,Sacral root,S342,953.3
9534-S143,Brachial plexus,S143,953.4
9535-S344,Lumbosacral plexus,S344,953.5
9541-S345,Other sympathetic,S345,954.1
9551-S441,Median nerve,S441,955.1
9552-S640,Ulnar nerve,S640,955.2
9553-S442,Radial nerve,S442,955.3
9554-S444,Musculocutaneous nerve,S444,955.4
9555-S445,"Cutaneous sensory nerve, upper limb",S445,955.5
9556-S644,Digital nerve,S644,955.6
9557-S648,Other specified nerve(s) of shoulder girdle and upper limb,S648,955.7
9559-S649,Unspecified nerve of shoulder girdle and upper limb,S649,955.9
9561-S741,Femoral nerve,S741,956.1
9562-S840,Posterior tibial nerve,S840,956.2
9563-S841,Peroneal nerve,S841,956.3
9564-S943,"Cutaneous sensory nerve, lower limb",S943,956.4
9565-S748,Other specified nerve(s) of pelvic girdle and lower limb,S748,956.5
9569-S949,Unspecified nerve of pelvic girdle and lower limb,S949,956.9
9581-T791,Fat embolism,T791,958.1
9582-T792,Secondary and recurrent hemorrhage,T792,958.2
9584-T794,Traumatic shock,T794,958.4
9585-T795,Traumatic anuria,T795,958.5
9586-T796,Volkmann's ischemic contracture,T796,958.6
9587-T797,Traumatic subcutaneous emphysema,T797,958.7
9588-T798,Other early complications of trauma,T798,958.8
9591-S299,Trunk,S299,959.1
9592-S499,Shoulder and upper arm,S499,959.2
9593-S599,"Elbow, forearm, and wrist",S599,959.3
9594-S699,"Hand, except finger",S699,959.4
9595-S699,Finger,S699,959.5
9596-S799,Hip and thigh,S799,959.6
9597-S899,"Knee, leg, ankle, and foot",S899,959.7
9598-T149,"Other specified sites, including multiple",T149,959.8
9599-T149,Unspecified site,T149,959.9
9601-T367,Antifungal antibiotics,T367,960.1
9602-T362,Chloramphenicol group,T362,960.2
9603-T363,Erythromycin and other macrolides,T363,960.3
9604-T364,Tetracycline group,T364,960.4
9605-T361,Cephalosporin group,T361,960.5
9606-T371,Antimycobacterial antibiotics,T371,960.6
9607-T451,Antineoplastic antibiotics,T451,960.7
9608-T368,Other specified antibiotics,T368,960.8
9609-T369,Unspecified antibiotic,T369,960.9
9611-T378,Arsenical anti-infectives,T378,961.1
9612-T568,Heavy metal anti-infectives,T568,961.2
9613-T378,Quinoline and hydroxyquinoline derivatives,T378,961.3
9614-T372,Antimalarials and drugs acting on other blood protozoa,T372,961.4
9615-T373,Other antiprotozoal drugs,T373,961.5
9616-T374,Anthelmintics,T374,961.6
9617-T375,Antiviral drugs,T375,961.7
9618-T371,Other antimycobacterial drugs,T371,961.8
9619-T379,Other and unspecified anti-infectives,T379,961.9
9621-T387,Androgens and anabolic congeners,T387,962.1
9622-T384,Ovarian hormones and synthetic substitutes,T384,962.2
9623-T383,Insulins and antidiabetic agents,T383,962.3
9624-T388,Anterior pituitary hormones,T388,962.4
9625-T388,Posterior pituitary hormones,T388,962.5
9626-T509,Parathyroid and parathyroid derivatives,T509,962.6
9627-T381,Thyroid and thyroid derivatives,T381,962.7
9628-T382,Antithyroid agents,T382,962.8
9629-T389,Other and unspecified hormones and synthetic substitutes,T389,962.9
9631-T451,Antineoplastic and immunosuppressive drugs,T451,963.1
9632-T509,Acidifying agents,T509,963.2
9633-T509,Alkalizing agents,T509,963.3
9634-T453,"Enzymes, not elsewhere classified",T453,963.4
9635-T452,"Vitamins, not elsewhere classified",T452,963.5
9638-T458,Other specified systemic agents,T458,963.8
9639-T459,Unspecified systemic agent,T459,963.9
9641-T458,Liver preparations and other antianemic agents,T458,964.1
9642-T455,Anticoagulants,T455,964.2
9643-T457,Vitamin K [phytonadione],T457,964.3
9644-T456,Fibrinolysis-affecting drugs,T456,964.4
9645-T457,Anticoagulant antagonists and other coagulants,T457,964.5
9646-T458,Gamma globulin,T458,964.6
9647-T458,Natural blood and blood products,T458,964.7
9648-T458,Other specified agents affecting blood constituents,T458,964.8
9649-T459,Unspecified agents affecting blood constituents,T459,964.9
96501-T401,Heroin,T401,965.01
96502-T403,Methadone,T403,965.02
96509-T404,Other,T404,965.09
9651-T390,Salicylates,T390,965.1
9654-T391,"Aromatic analgesics, not elsewhere classified",T391,965.4
9655-T392,Pyrazole derivatives,T392,965.5
9656-T394,Antirheumatics [antiphlogistics],T394,965.6
9657-T398,Other non-narcotic analgesics,T398,965.7
9658-T398,Other specified analgesics and antipyretics,T398,965.8
9659-T399,Unspecified analgesic and antipyretic,T399,965.9
9661-T420,Hydantoin derivatives,T420,966.1
9662-T422,Succinimides,T422,966.2
9663-T426,Other and unspecified anticonvulsants,T426,966.3
9664-T428,Anti-Parkinsonism drugs,T428,966.4
9671-T426,Chloral hydrate group,T426,967.1
9672-T426,Paraldehyde,T426,967.2
9673-T426,Bromine compounds,T426,967.3
9674-T426,Methaqualone compounds,T426,967.4
9675-T426,Glutethimide group,T426,967.5
9676-T426,"Mixed sedatives, not elsewhere classified",T426,967.6
9678-T426,Other sedatives and hypnotics,T426,967.8
9679-T427,Unspecified sedative or hypnotic,T427,967.9
9681-T410,Halothane,T410,968.1
9682-T410,Other gaseous anesthetics,T410,968.2
9683-T411,Intravenous anesthetics,T411,968.3
9684-T412,Other and unspecified general anesthetics,T412,968.4
9685-T413,Surface [topical] and infiltration anesthetics,T413,968.5
9686-T413,Peripheral nerve- and plexus-blocking anesthetics,T413,968.6
9687-T413,Spinal anesthetics,T413,968.7
9689-T413,Other and unspecified local anesthetics,T413,968.9
9691-T433,Phenothiazine-based tranquilizers,T433,969.1
9692-T434,Butyrophenone-based tranquilizers,T434,969.2
9693-T435,"Other antipsychotics, neuroleptics, and major tranquilizers",T435,969.3
9694-T424,Benzodiazepine-based tranquilizers,T424,969.4
9695-T435,Other tranquilizers,T435,969.5
9696-T407,Psychodysleptics [hallucinogens],T407,969.6
9697-T436,Psychostimulants,T436,969.7
9698-T439,Other specified psychotropic agents,T439,969.8
9699-T439,Unspecified psychotropic agent,T439,969.9
9701-T507,Opiate antagonists,T507,970.1
9708-T509,Other specified central nervous system stimulants,T509,970.8
9709-T509,Unspecified central nervous system stimulant,T509,970.9
9711-T443,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics,T443,971.1
9712-T449,Sympathomimetics [adrenergics],T449,971.2
9713-T448,Sympatholytics [antiadrenergics],T448,971.3
9719-T449,Unspecified drug primarily affecting autonomic nervous system,T449,971.9
9721-T460,Cardiotonic glycosides and drugs of similar action,T460,972.1
9722-T466,Antilipemic and antiarteriosclerotic drugs,T466,972.2
9723-T442,Ganglion-blocking agents,T442,972.3
9724-T463,Coronary vasodilators,T463,972.4
9725-T465,Other vasodilators,T465,972.5
9726-T465,Other antihypertensive agents,T465,972.6
9727-T468,"Antivaricose drugs, including sclerosing agents",T468,972.7
9728-T469,Capillary-active drugs,T469,972.8
9729-T469,Other and unspecified agents primarily affecting the cardiovascular system,T469,972.9
9731-T472,Irritant cathartics,T472,973.1
9732-T474,Emollient cathartics,T474,973.2
9733-T474,"Other cathartics, including intestinal atonia drugs",T474,973.3
9734-T475,Digestants,T475,973.4
9735-T476,Antidiarrheal drugs,T476,973.5
9736-T477,Emetics,T477,973.6
9738-T478,Other specified agents primarily affecting the gastrointestinal system,T478,973.8
9739-T479,Unspecified agent primarily affecting the gastrointestinal system,T479,973.9
9741-T502,Purine derivative diuretics,T502,974.1
9742-T502,Carbonic acid anhydrase inhibitors,T502,974.2
9743-T502,Saluretics,T502,974.3
9744-T502,Other diuretics,T502,974.4
9745-T503,"Electrolytic, caloric, and water-balance agents",T503,974.5
9746-T503,"Other mineral salts, not elsewhere classified",T503,974.6
9747-T504,Uric acid metabolism drugs,T504,974.7
9751-T443,Smooth muscle relaxants,T443,975.1
9752-T481,Skeletal muscle relaxants,T481,975.2
9753-T482,Other and unspecified drugs acting on muscles,T482,975.3
9754-T483,Antitussives,T483,975.4
9755-T484,Expectorants,T484,975.5
9756-T485,Anti-common cold drugs,T485,975.6
9757-T486,Antiasthmatics,T486,975.7
9761-T491,Antipruritics,T491,976.1
9762-T492,Local astringents and local detergents,T492,976.2
9763-T493,"Emollients, demulcents, and protectants",T493,976.3
9764-T494,"Keratolytics, keratoplastics, other hair treatment drugs and preparations",T494,976.4
9765-T495,Eye anti-infectives and other eye drugs,T495,976.5
9766-T496,"Anti-infectives and other drugs and preparations for ear, nose, and throat",T496,976.6
9767-T497,Dental drugs topically applied,T497,976.7
9768-T498,Other agents primarily affecting skin and mucous membrane,T498,976.8
9769-T499,Unspecified agent primarily affecting skin and mucous membrane,T499,976.9
9771-T509,Lipotropic drugs,T509,977.1
9772-T506,"Antidotes and chelating agents, not elsewhere classified",T506,977.2
9773-T506,Alcohol deterrents,T506,977.3
9774-T509,Pharmaceutical excipients,T509,977.4
9778-T509,Other specified drugs and medicinal substances,T509,977.8
9779-T509,Unspecified drug or medicinal substance,T509,977.9
9781-T509,Typhoid and paratyphoid,T509,978.1
9782-T509,Cholera,T509,978.2
9783-T509,Plague,T509,978.3
9784-T509,Tetanus,T509,978.4
9785-T509,Diphtheria,T509,978.5
9786-T509,"Pertussis vaccine, including combinations with a pertussis component",T509,978.6
9788-T509,Other and unspecified bacterial vaccines,T509,978.8
9789-T509,"Mixed bacterial vaccines, except combinations with a pertussis component",T509,978.9
9791-T509,Rabies vaccine,T509,979.1
9792-T509,Typhus vaccine,T509,979.2
9793-T509,Yellow fever vaccine,T509,979.3
9795-T509,Poliomyelitis vaccine,T509,979.5
9796-T509,Other and unspecified viral and rickettsial vaccines,T509,979.6
9797-T509,"Mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component",T509,979.7
9799-T509,Other and unspecified vaccines and biological substances,T509,979.9
9801-T511,Methyl alcohol,T511,980.1
9802-T512,Isopropyl alcohol,T512,980.2
9803-T513,Fusel oil,T513,980.3
9808-T518,Other specified alcohols,T518,980.8
9809-T519,Unspecified alcohol,T519,980.9
981-T520,Toxic effect of petroleum products,T520,981
9821-T530,Carbon tetrachloride,T530,982.1
9822-T654,Carbon disulfide,T654,982.2
9823-T532,Other chlorinated hydrocarbon solvents,T532,982.3
9824-T523,Nitroglycol,T523,982.4
9828-T529,Other nonpetroleum-based solvents,T529,982.8
9831-T542,Acids,T542,983.1
9832-T543,Caustic alkalis,T543,983.2
9839-T549,"Caustic, unspecified",T549,983.9
9841-T560,Organic lead compounds,T560,984.1
9848-T560,Other lead compounds,T560,984.8
9849-T560,Unspecified lead compound,T560,984.9
9851-T570,Arsenic and its compounds,T570,985.1
9852-T572,Manganese and its compounds,T572,985.2
9853-T567,Beryllium and its compounds,T567,985.3
9854-T568,Antimony and its compounds,T568,985.4
9855-T563,Cadmium and its compounds,T563,985.5
9856-T562,Chromium,T562,985.6
9858-T564,Other specified metals,T564,985.8
9859-T569,Unspecified metal,T569,985.9
986-T58,Toxic effect of carbon monoxide,T58,986
9871-T598,Other hydrocarbon gas,T598,987.1
9872-T590,Nitrogen oxides,T590,987.2
9873-T591,Sulfur dioxide,T591,987.3
9874-T535,Freon,T535,987.4
9875-T593,Lacrimogenic gas,T593,987.5
9876-T594,Chlorine gas,T594,987.6
9877-T598,Hydrocyanic acid gas,T598,987.7
9878-T598,"Other specified gases, fumes, or vapors",T598,987.8
9879-T599,"Unspecified gas, fume, or vapor",T599,987.9
9881-T620,Mushrooms,T620,988.1
9882-T621,Berries and other plants,T621,988.2
9888-T628,Other specified noxious substances eaten as food,T628,988.8
9889-T629,Unspecified noxious substance eaten as food,T629,988.9
9891-T651,Strychnine and salts,T651,989.1
9892-T539,Chlorinated hydrocarbons,T539,989.2
9893-T600,Organophosphate and carbamate,T600,989.3
9894-T601,"Other pesticides, not elsewhere classified",T601,989.4
9895-T639,Venom,T639,989.5
9896-T55,Soaps and detergents,T55,989.6
9897-T64,Aflatoxin and other mycotoxin [food contaminants],T64,989.7
98981-T578,Asbestos,T578,989.81
98982-T658,Latex,T658,989.82
98983-T658,Silicone,T658,989.83
98984-T652,Tobacco,T652,989.84
98989-T658,Other,T658,989.89
9899-T659,"Unspecified substance, chiefly nonmedicinal as to source",T659,989.9
990-T66,"Effects of radiation, unspecified",T66,990
9911-T335,Frostbite of hand,T335,991.1
9912-T338,Frostbite of foot,T338,991.2
9913-T339,Frostbite of other and unspecified sites,T339,991.3
9914-T690,Immersion foot,T690,991.4
9915-T691,Chilblains,T691,991.5
9916-T68,Hypothermia,T68,991.6
9918-T698,Other specified effects of reduced temperature,T698,991.8
9919-T699,Unspecified effect of reduced temperature,T699,991.9
9921-T671,Heat syncope,T671,992.1
9922-T672,Heat cramps,T672,992.2
9923-T673,"Heat exhaustion, anhydrotic",T673,992.3
9924-T674,Heat exhaustion due to salt depletion,T674,992.4
9925-T675,"Heat exhaustion, unspecified",T675,992.5
9926-T676,"Heat fatigue, transient",T676,992.6
9927-T677,Heat edema,T677,992.7
9928-T678,Other specified heat effects,T678,992.8
9929-T679,Unspecified,T679,992.9
9931-T701,"Barotrauma, sinus",T701,993.1
9932-T702,Other and unspecified effects of high altitude,T702,993.2
9933-T703,Caisson disease,T703,993.3
9934-T708,Effects of air pressure caused by explosion,T708,993.4
9938-T708,Other specified effects of air pressure,T708,993.8
9939-T709,Unspecified effect of air pressure,T709,993.9
9941-T751,Drowning and nonfatal submersion,T751,994.1
9942-T730,Effects of hunger,T730,994.2
9943-T731,Effects of thirst,T731,994.3
9944-T732,Exhaustion due to exposure,T732,994.4
9945-T733,Exhaustion due to excessive exertion,T733,994.5
9946-T753,Motion sickness,T753,994.6
9947-T71,Asphyxiation and strangulation,T71,994.7
9948-T754,Electrocution and nonfatal effects of electric current,T754,994.8
9949-T758,Other effects of external causes,T758,994.9
9951-T783,Angioneurotic edema,T783,995.1
9952-T887,"Other and unspecified adverse effect of drug, medicinal and biological substance (due) to correct medicinal substance properly administered",T887,995.2
9953-T784,"Allergy, unspecified",T784,995.3
9954-T882,Shock due to anesthesia,T882,995.4
9955-T749,Child maltreatment syndrome,T749,995.5
99561-T780,Due to peanuts,T780,995.61
99562-T780,Due to crustaceans,T780,995.62
99563-T780,Due to fruits and vegetables,T780,995.63
99564-T780,Due to tree nuts and seeds,T780,995.64
99565-T780,Due to fish,T780,995.65
99566-T780,Due to food additives,T780,995.66
99567-T780,Due to milk products,T780,995.67
99568-T780,Due to eggs,T780,995.68
99569-T780,Due to other specified food,T780,995.69
99581-T749,Adult physical abuse,T749,995.81
99589-T788,Other,T788,995.89
99601-T821,Due to cardiac pacemaker (electrode),T821,996.01
99602-T820,Due to heart valve prosthesis,T820,996.02
99603-T822,Due to coronary bypass graft,T822,996.03
99604-T821,Due to automatic implantable cardiac defibrillator,T821,996.04
99609-T825,Other,T825,996.09
99609-Y365,Other,Y365,996.09
9961-T823,"Mechanical complication of other vascular device, implant, and graft",T823,996.1
V1006-Z850,"Rectum, rectosigmoid junction, and anus",Z850,V10.06
9962-T851,"Mechanical complication of nervous system device, implant, and graft",T851,996.2
99631-T830,Due to urethral [indwelling] catheter,T830,996.31
99632-T833,Due to intrauterine contraceptive device,T833,996.32
99639-T831,Other,T831,996.39
9964-T840,"Mechanical complication of internal orthopedic device, implant, and graft",T840,996.4
99651-T853,Due to corneal graft,T853,996.51
99652-T856,"Due to graft of other tissue, not elsewhere classified",T856,996.52
99653-T852,Due to ocular lens prosthesis,T852,996.53
99654-T854,Due to breast prosthesis,T854,996.54
99659-T855,"Due to other implant and internal device, not elsewhere classified",T855,996.59
99661-T826,"Due to cardiac device, implant and graft",T826,996.61
99662-T827,"Due to vascular device, implant and graft",T827,996.62
99663-T8581,"Due to nervous system device, implant and graft",T8581,996.63
99664-T835,Due to indwelling urinary catheter,T835,996.64
99665-T835,"Due to other genitourinary device, implant and graft",T835,996.65
99666-T845,Due to internal joint prosthesis,T845,996.66
99667-T846,"Due to other internal orthopedic device, implant and graft",T846,996.67
99668-T8571,Due to peritoneal dialysis catheter,T8571,996.68
99671-T828,Due to heart valve prosthesis,T828,996.71
99672-T828,"Due to other cardiac device, implant, and graft",T828,996.72
99673-T828,"Due to renal dialysis device, implant, and graft",T828,996.73
99674-T828,"Due to vascular device, implant, and graft",T828,996.74
99675-T8581,"Due to nervous system device, implant, and graft",T8581,996.75
99676-T838,"Due to genitourinary device, implant, and graft",T838,996.76
99677-T848,Due to internal joint prosthesis,T848,996.77
99678-T848,"Due to other internal orthopedic device, implant, and graft",T848,996.78
99681-T861,Kidney,T861,996.81
99682-T864,Liver,T864,996.82
99683-T862,Heart,T862,996.83
99684-T8681,Lung,T8681,996.84
99685-T860,Bone marrow,T860,996.85
99686-T8682,Pancreas,T8682,996.86
99691-T870,Forearm,T870,996.91
99692-T870,Hand,T870,996.92
99693-T870,Finger(s),T870,996.93
99694-T870,"Upper extremity, other and unspecified",T870,996.94
99695-T871,Foot and toe(s),T871,996.95
99696-T871,"Lower extremity, other and unspecified",T871,996.96
99699-T872,Other specified body part,T872,996.99
99701-G978,Central nervous system complication,G978,997.01
99702-G978,Iatrogenic cerebrovascular infarction or hemorrhage,G978,997.02
99709-G978,Other nervous system complications,G978,997.09
99709-Y367,Other nervous system complications,Y367,997.09
9972-T817,Peripheral vascular complications,T817,997.2
9975-N998,Urinary complications,N998,997.5
99761-T873,Neuroma of amputation stump,T873,997.61
99762-T874,Infection (chronic),T874,997.62
99791-I978,Hypertension,I978,997.91
99799-T888,Other,T888,997.99
99799-Y367,Other,Y367,997.99
9983-T813,Disruption of wound,T813,998.3
9984-T815,Foreign body accidentally left during a procedure,T815,998.4
9985-T814,Postoperative infection,T814,998.5
9986-T818,Persistent postoperative fistula,T818,998.6
9987-T816,Acute reaction to foreign substance accidentally left during a procedure,T816,998.7
99881-T818,Emphysema (subcutaneous) (surgical) resulting from a procedure,T818,998.81
99882-T818,Cataract fragments in eye following cataract surgery,T818,998.82
